id,product_code,product_weight_kg,fat_content,shelf_visibility,product_category,product_price,store_code,store_age_years,store_size,store_location_tier,store_format,total_sales
row_04825,PRD-EVZUBR,17.373,Low Fat,0.058,Frozen Foods,42.55,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1024.39
row_04827,PRD-SDX9DA,13.357,Regular,0.0275,Meat,34.22,STORE-AGY,45,Large,Tier_3,Standard Supermarket,679.82
row_04828,PRD-K82WU9,,Regular,0.1002,Fruits and Vegetables,130.63,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1626.52
row_04829,PRD-SIIAEB,12.616,Low Fat,0.095,SNACK FOODS,118.93,STORE-OYG,25,,Tier_2,Standard Supermarket,1916.89
row_04830,PRD-76RKQ4,5.568,Low Fat,0.025,DAIRY,242.79,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3465.22
row_04832,PRD-YM6IER,7.35,Regular,0.032,fruits and vegetables,124.47,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2007.98
row_04833,PRD-RDW6ET,8.936,Regular,0.0715,fruits and vegetables,184.28,STORE-HL7,23,Medium,Tier_3,Superstore,906.99
row_04834,PRD-8UHW94,5.906,Regular,0.0295,Frozen Foods,103.75,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,395.09
row_04835,PRD-CU4YYJ,,Low Fat,0.143,canned,39.2,STORE-T5G,47,Small,Tier_1,Corner Shop,37.76
row_04836,PRD-F4B8DW,20.849,Low Fat,0.0368,DAIRY,224.6,STORE-9RG,28,Small,Tier_2,Standard Supermarket,5278.79
row_04837,PRD-RY40KH,12.636,Low Fat,0.0308,Fruits and Vegetables,104.51,STORE-DKU,30,,Tier_2,Standard Supermarket,1444.12
row_04838,PRD-1Q3TMY,7.178,Low Fat,0.1151,Fruits and Vegetables,168.15,STORE-HL7,23,Medium,Tier_3,Superstore,2230.43
row_04839,PRD-PRFP9S,,Low Fat,0.0263,Frozen Foods,78.52,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1944.34
row_04840,PRD-HEZ5ED,16.523,Low Fat,0.1409,Hard Drinks,169.41,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1373.55
row_04842,PRD-K82WU9,6.149,Regular,0.099,fruits and vegetables,127.43,STORE-OYG,25,,Tier_2,Standard Supermarket,1190.5
row_04844,PRD-U652FY,,Regular,0.0286,Canned,174.46,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3513.76
row_04845,PRD-JLC90O,,Regular,0.0421,CANNED,146.4,STORE-T5G,47,Small,Tier_1,Corner Shop,290.01
row_04847,PRD-0JE4QV,,Low Fat,0.0337,frozen foods,224.74,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,7053.43
row_04848,PRD-K82WU9,6.201,Regular,0.1046,Fruits and Vegetables,128.7,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1406.1
row_04849,PRD-7RS8R0,6.741,Low Fat,0.1053,fruits and vegetables,85.05,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1356.78
row_04850,PRD-WA5IMY,11.595,Regular,0.0824,Frozen Foods,78.91,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1095.02
row_04851,PRD-J3GHQ5,9.458,Low Fat,0.0423,FRUITS AND VEGETABLES,91.1,STORE-OYG,25,,Tier_2,Standard Supermarket,510.23
row_04853,PRD-GJ1QQ8,,Low Fat,0.0844,Baking Goods,118.57,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3851.02
row_04854,PRD-V33B4H,14.083,Regular,0.0834,meat,119.99,STORE-HL7,23,Medium,Tier_3,Superstore,2336.96
row_04856,PRD-UVYR0Q,,Low Fat,0.0626,SOFT DRINKS,150.47,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3268.89
row_04857,PRD-JVZA65,11.757,Low Fat,0.0204,SNACK FOODS,146.07,STORE-OYG,25,,Tier_2,Standard Supermarket,1349.1
row_04858,PRD-NY1QEG,9.119,Low Fat,0.0653,Frozen Foods,65.6,STORE-JOR,34,,Tier_3,Corner Shop,124.11
row_04860,PRD-AK5AGE,10.561,Low Fat,0.0424,Health and Hygiene,195.68,STORE-DKU,30,,Tier_2,Standard Supermarket,2449.83
row_04861,PRD-40MGG1,13.189,Low Fat,0.0976,Soft Drinks,182.78,STORE-HL7,23,Medium,Tier_3,Superstore,3059.21
row_04862,PRD-HU814P,12.256,Low Fat,0.0093,Baking Goods,69.89,STORE-DKU,30,,Tier_2,Standard Supermarket,1066.74
row_04864,PRD-2HPNW1,,Regular,0.079,Frozen Foods,60.71,STORE-T5G,47,Small,Tier_1,Corner Shop,118.27
row_04865,PRD-0U9DAQ,5.815,Low Fat,0.0,FROZEN FOODS,156.6,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2006.2
row_04866,PRD-AYNU0X,6.771,Low Fat,0.0,Breads,212.76,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2424.78
row_04867,PRD-VOYP59,16.286,Regular,0.1143,Fruits and Vegetables,177.34,STORE-DKU,30,,Tier_2,Standard Supermarket,5397.67
row_04868,PRD-JFXKHA,20.074,Regular,0.1249,snack foods,92.89,STORE-OYG,25,,Tier_2,Standard Supermarket,1135.47
row_04869,PRD-0XPJ70,6.563,Low Fat,0.0974,Household,194.21,STORE-YLW,35,Small,Tier_1,Standard Supermarket,5097.1
row_04870,PRD-20AP4V,,Low Fat,0.0233,HOUSEHOLD,104.3,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3045.23
row_04871,PRD-SR6GI0,10.692,Low Fat,0.0353,Fruits and Vegetables,133.94,STORE-OYG,25,,Tier_2,Standard Supermarket,3422.47
row_04872,PRD-6IUUKZ,,Regular,0.0328,FROZEN FOODS,140.69,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,5247.27
row_04873,PRD-0TRD9L,15.173,Regular,0.0203,Frozen Foods,125.82,STORE-HL7,23,Medium,Tier_3,Superstore,1811.74
row_04874,PRD-3KI24S,18.123,Low Fat,0.0162,Household,185.47,STORE-HL7,23,Medium,Tier_3,Superstore,1648.1
row_04875,PRD-IF1HEB,18.549,Low Fat,0.0928,Fruits and Vegetables,237.19,STORE-YLW,35,Small,Tier_1,Standard Supermarket,5064.0
row_04876,PRD-UVYP1N,14.271,Regular,0.1013,Snack Foods,159.03,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2834.18
row_04877,PRD-93TBZQ,14.181,Regular,0.0642,FRUITS AND VEGETABLES,87.99,STORE-YLW,35,Small,Tier_1,Standard Supermarket,953.4
row_04878,PRD-J28SY2,15.887,Regular,0.0754,baking goods,264.72,STORE-YLW,35,Small,Tier_1,Standard Supermarket,5699.16
row_04879,PRD-299PG3,8.557,Regular,0.0409,Canned,186.16,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3002.02
row_04880,PRD-EBEM2I,12.302,Regular,0.171,FRUITS AND VEGETABLES,178.11,STORE-JOR,34,,Tier_3,Corner Shop,697.53
row_04882,PRD-ZFWONV,,Regular,0.1956,FRUITS AND VEGETABLES,143.61,STORE-T5G,47,Small,Tier_1,Corner Shop,285.22
row_04883,PRD-TVFDG0,5.814,Regular,0.0304,Breads,191.78,STORE-HL7,23,Medium,Tier_3,Superstore,917.87
row_04884,PRD-B2HWYW,19.406,Low Fat,0.0251,HOUSEHOLD,50.45,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1023.22
row_04885,PRD-KJ6I53,7.792,Low Fat,0.184,Household,33.46,STORE-YLW,35,Small,Tier_1,Standard Supermarket,756.72
row_04887,PRD-3EHIB4,7.617,Low Fat,0.05,Canned,257.38,STORE-DKU,30,,Tier_2,Standard Supermarket,3832.02
row_04890,PRD-3HGG9C,19.648,Low Fat,0.0962,Household,186.32,STORE-OYG,25,,Tier_2,Standard Supermarket,2274.11
row_04891,PRD-XLZYOB,6.258,Low Fat,0.0071,Frozen Foods,62.71,STORE-YLW,35,Small,Tier_1,Standard Supermarket,819.35
row_04892,PRD-BQNJ97,15.152,Low Fat,0.0316,baking goods,107.35,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3309.83
row_04893,PRD-4TMXDN,10.372,Regular,0.1432,breads,160.14,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1835.28
row_04894,PRD-RLM5MP,21.144,Regular,0.0547,Breads,106.06,STORE-DKU,30,,Tier_2,Standard Supermarket,611.95
row_04895,PRD-PXZYDW,,Low Fat,0.0948,Household,143.23,STORE-T5G,47,Small,Tier_1,Corner Shop,589.95
row_04896,PRD-9SEY62,17.988,Low Fat,0.0226,Fruits and Vegetables,93.48,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1718.58
row_04897,PRD-98BNVW,18.929,Regular,0.0646,fruits and vegetables,184.1,STORE-OYG,25,,Tier_2,Standard Supermarket,2895.95
row_04898,PRD-Y7084P,18.846,Low Fat,0.0267,MEAT,89.4,STORE-HL7,23,Medium,Tier_3,Superstore,1772.0
row_04899,PRD-FTNWN0,17.618,Low Fat,0.1491,breads,93.19,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1463.62
row_04900,PRD-DXQ6WH,16.817,Low Fat,0.0122,Health and Hygiene,39.6,STORE-AGY,45,Large,Tier_3,Standard Supermarket,737.21
row_04901,PRD-MN8Z1H,,Low Fat,0.0388,Health and Hygiene,147.61,STORE-T5G,47,Small,Tier_1,Corner Shop,453.61
row_04903,PRD-0U2BL3,15.189,Low Fat,0.0,SNACK FOODS,145.7,STORE-OYG,25,,Tier_2,Standard Supermarket,2949.23
row_04904,PRD-QP5L7C,21.144,Low Fat,0.0385,frozen foods,197.23,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3174.62
row_04905,PRD-CVE6PR,15.489,Low Fat,0.0697,Soft Drinks,90.45,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1748.94
row_04906,PRD-4JP18M,,Low Fat,0.0919,snack foods,122.63,STORE-T5G,47,Small,Tier_1,Corner Shop,123.44
row_04907,PRD-T14KTM,10.818,Low Fat,0.031,Health and Hygiene,165.03,STORE-OYG,25,,Tier_2,Standard Supermarket,2206.3
row_04908,PRD-8NY9QX,16.359,Low Fat,0.1441,snack foods,143.34,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2751.3
row_04910,PRD-32R5MU,,Low Fat,0.0,snack foods,158.38,STORE-T5G,47,Small,Tier_1,Corner Shop,436.99
row_04911,PRD-9WHSBP,19.711,Regular,0.0,Frozen Foods,82.47,STORE-DKU,30,,Tier_2,Standard Supermarket,924.88
row_04912,PRD-XWBVYG,10.064,Low Fat,0.0498,BREADS,31.63,STORE-AGY,45,Large,Tier_3,Standard Supermarket,391.91
row_04915,PRD-PQJ1YE,7.196,Regular,0.0219,canned,92.66,STORE-HL7,23,Medium,Tier_3,Superstore,804.79
row_04916,PRD-8MX1EV,18.828,Low Fat,0.0,Soft Drinks,52.46,STORE-9RG,28,Small,Tier_2,Standard Supermarket,444.96
row_04917,PRD-QKXIRH,18.519,Low Fat,0.103,Frozen Foods,118.0,STORE-DKU,30,,Tier_2,Standard Supermarket,3061.75
row_04918,PRD-HCW81X,8.401,Low Fat,0.0105,hard drinks,146.01,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1850.3
row_04919,PRD-XLTA8I,12.878,Low Fat,0.0573,Soft Drinks,139.69,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2325.6
row_04920,PRD-JB3VCF,13.864,Regular,0.0124,Snack Foods,58.33,STORE-AGY,45,Large,Tier_3,Standard Supermarket,332.7
row_04921,PRD-MSK8AG,17.821,Low Fat,0.0888,dairy,178.97,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3246.12
row_04922,PRD-PGDZ95,,Low Fat,0.1246,Frozen Foods,88.31,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3338.71
row_04923,PRD-D9DSYZ,14.41,Low Fat,0.0594,HOUSEHOLD,246.17,STORE-DKU,30,,Tier_2,Standard Supermarket,2213.6
row_04924,PRD-U58FLM,4.545,Low Fat,0.1395,Breads,124.32,STORE-DKU,30,,Tier_2,Standard Supermarket,2942.74
row_04925,PRD-YUG5GN,11.714,Low Fat,0.1159,Fruits and Vegetables,46.71,STORE-AGY,45,Large,Tier_3,Standard Supermarket,408.66
row_04926,PRD-DQYUN3,9.955,Low Fat,0.0471,HARD DRINKS,59.09,STORE-OYG,25,,Tier_2,Standard Supermarket,376.66
row_04927,PRD-XLZYOB,6.355,Low Fat,0.0075,frozen foods,60.81,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,498.64
row_04928,PRD-FP4E8T,8.886,Low Fat,0.0269,Fruits and Vegetables,120.93,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1528.66
row_04930,PRD-HYF9SX,16.509,Regular,0.0238,soft drinks,37.44,STORE-OYG,25,,Tier_2,Standard Supermarket,549.69
row_04931,PRD-1WMMME,15.554,Low Fat,0.0159,Others,138.09,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2758.57
row_04932,PRD-1FEQOX,18.636,Low Fat,0.0924,Snack Foods,256.88,STORE-OYG,25,,Tier_2,Standard Supermarket,5474.51
row_04933,PRD-60GBFW,,Low Fat,0.0388,Frozen Foods,31.53,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,961.39
row_04934,PRD-BLQGBI,7.484,Low Fat,0.0735,Household,153.02,STORE-HL7,23,Medium,Tier_3,Superstore,2616.85
row_04935,PRD-PXZYDW,14.895,Low Fat,0.0554,Household,142.27,STORE-OYG,25,,Tier_2,Standard Supermarket,2786.85
row_04939,PRD-H4CI9H,6.551,Regular,0.0383,MEAT,180.21,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1204.01
row_04940,PRD-NHLLA9,,Low Fat,0.1318,HEALTH AND HYGIENE,57.18,STORE-T5G,47,Small,Tier_1,Corner Shop,115.82
row_04941,PRD-5XCR5N,,Low Fat,0.0609,household,116.39,STORE-T5G,47,Small,Tier_1,Corner Shop,233.67
row_04942,PRD-83UJSO,18.225,Low Fat,0.0186,Health and Hygiene,131.12,STORE-HL7,23,Medium,Tier_3,Superstore,2379.93
row_04943,PRD-87AU5B,10.068,Low Fat,0.0134,soft drinks,44.3,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1445.22
row_04944,PRD-93TBZQ,14.348,Regular,0.1103,Fruits and Vegetables,86.22,STORE-JOR,34,,Tier_3,Corner Shop,167.2
row_04946,PRD-XLZYOB,,Low Fat,0.0131,frozen foods,57.71,STORE-T5G,47,Small,Tier_1,Corner Shop,126.39
row_04947,PRD-QOHMUH,15.603,Low Fat,0.0305,hard drinks,43.18,STORE-OYG,25,,Tier_2,Standard Supermarket,753.09
row_04948,PRD-90O7Y2,15.721,Low Fat,0.0932,Soft Drinks,199.78,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3352.14
row_04949,PRD-QKDZ1Q,,Regular,0.105,fruits and vegetables,222.8,STORE-T5G,47,Small,Tier_1,Corner Shop,677.78
row_04950,PRD-Y2YYF8,8.41,Low Fat,0.082,Baking Goods,147.75,STORE-HL7,23,Medium,Tier_3,Superstore,1602.7
row_04951,PRD-4PZT3E,,Low Fat,0.0699,dairy,220.54,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4230.06
row_04952,PRD-ORDJGF,19.82,Low Fat,0.0053,DAIRY,271.82,STORE-AGY,45,Large,Tier_3,Standard Supermarket,5041.29
row_04953,PRD-38JOEC,14.648,Regular,0.0096,SNACK FOODS,158.07,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2676.02
row_04954,PRD-8KYLHT,9.136,Low Fat,0.1699,SNACK FOODS,109.62,STORE-9RG,28,Small,Tier_2,Standard Supermarket,801.36
row_04956,PRD-0HHXSC,21.197,Low Fat,0.028,Household,72.55,STORE-YLW,35,Small,Tier_1,Standard Supermarket,707.46
row_04957,PRD-6V1JZP,16.539,Low Fat,0.027,Household,244.25,STORE-HL7,23,Medium,Tier_3,Superstore,6676.1
row_04958,PRD-VM43VV,9.737,Low Fat,0.182,health and hygiene,156.51,STORE-JOR,34,,Tier_3,Corner Shop,626.36
row_04959,PRD-Q2RPUV,8.563,Low Fat,0.034,Health and Hygiene,139.09,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,674.16
row_04960,PRD-0U24IQ,5.691,Low Fat,0.1322,DAIRY,92.24,STORE-HL7,23,Medium,Tier_3,Superstore,1537.47
row_04961,PRD-08I4W0,5.807,Low Fat,0.0791,Baking Goods,37.83,STORE-YLW,35,Small,Tier_1,Standard Supermarket,685.14
row_04962,PRD-UMMSR8,11.654,Low Fat,0.0301,Snack Foods,51.5,STORE-HL7,23,Medium,Tier_3,Superstore,634.23
row_04963,PRD-34LIE3,16.057,Low Fat,0.0,CANNED,94.55,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1298.04
row_04964,PRD-G7TBTN,15.56,Low Fat,0.0598,snack foods,57.44,STORE-HL7,23,Medium,Tier_3,Superstore,493.87
row_04966,PRD-6BH3LL,17.369,Low Fat,0.0766,Baking Goods,109.93,STORE-DKU,30,,Tier_2,Standard Supermarket,999.58
row_04967,PRD-097IYP,12.055,Regular,0.027,Canned,40.26,STORE-YLW,35,Small,Tier_1,Standard Supermarket,354.44
row_04968,PRD-T0HICC,13.395,Low Fat,0.1203,snack foods,193.36,STORE-OYG,25,,Tier_2,Standard Supermarket,1856.09
row_04969,PRD-G9LC5B,,Low Fat,0.1032,Household,33.93,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,423.31
row_04971,PRD-K5635T,10.263,Low Fat,0.029,Baking Goods,115.51,STORE-DKU,30,,Tier_2,Standard Supermarket,2778.12
row_04972,PRD-YLAH3X,15.296,Low Fat,0.0,HOUSEHOLD,108.79,STORE-OYG,25,,Tier_2,Standard Supermarket,1570.96
row_04973,PRD-ULF5VL,5.65,Regular,0.0759,Snack Foods,266.39,STORE-AGY,45,Large,Tier_3,Standard Supermarket,7137.55
row_04975,PRD-FGGUXT,,Regular,0.0568,Snack Foods,63.16,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1670.93
row_04977,PRD-U0COJB,9.107,Low Fat,0.065,Frozen Foods,185.98,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3192.79
row_04978,PRD-ZOID71,14.839,Regular,0.0868,FRUITS AND VEGETABLES,222.68,STORE-YLW,35,Small,Tier_1,Standard Supermarket,651.37
row_04979,PRD-YWIQC5,20.53,Regular,0.0,Fruits and Vegetables,45.22,STORE-JOR,34,,Tier_3,Corner Shop,46.65
row_04980,PRD-9ROJVZ,8.371,Regular,0.0833,Frozen Foods,56.73,STORE-DKU,30,,Tier_2,Standard Supermarket,452.67
row_04981,PRD-PJ1TV2,17.824,Regular,0.0284,Fruits and Vegetables,142.92,STORE-OYG,25,,Tier_2,Standard Supermarket,1072.78
row_04982,PRD-54IKMO,,Regular,0.264,Fruits and Vegetables,245.38,STORE-T5G,47,Small,Tier_1,Corner Shop,504.2
row_04983,PRD-2UETCH,,Low Fat,0.0565,Meat,172.82,STORE-T5G,47,Small,Tier_1,Corner Shop,352.81
row_04984,PRD-8LXUM3,6.946,Low Fat,0.061,DAIRY,144.14,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1691.6
row_04985,PRD-PCUYHY,,Low Fat,0.0951,Baking Goods,161.25,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4300.68
row_04988,PRD-6MLGK8,19.232,Regular,0.0222,Fruits and Vegetables,181.97,STORE-DKU,30,,Tier_2,Standard Supermarket,2563.76
row_04990,PRD-VTAQXP,5.838,Regular,0.0991,Dairy,43.5,STORE-OYG,25,,Tier_2,Standard Supermarket,740.98
row_04991,PRD-WM8LSW,15.264,Low Fat,0.0706,Baking Goods,252.16,STORE-AGY,45,Large,Tier_3,Standard Supermarket,6259.3
row_04992,PRD-C0AR0O,5.094,Regular,0.0285,Snack Foods,106.56,STORE-HL7,23,Medium,Tier_3,Superstore,2094.32
row_04993,PRD-9QWB0H,6.589,Low Fat,0.0237,Breads,103.85,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1756.71
row_04994,PRD-VB2Y6O,,Low Fat,0.0193,Health and Hygiene,193.22,STORE-HL7,23,Medium,Tier_3,Superstore,2918.91
row_04996,PRD-K3I8BZ,12.046,Low Fat,0.1179,Soft Drinks,190.49,STORE-HL7,23,Medium,Tier_3,Superstore,359.62
row_04997,PRD-ZVRERW,17.154,Low Fat,0.0336,dairy,92.19,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,887.55
row_04998,PRD-K1Z5BY,11.228,Low Fat,0.0429,SNACK FOODS,175.78,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2017.35
row_04999,PRD-97XGCK,15.62,Low Fat,0.0834,Baking Goods,107.41,STORE-DKU,30,,Tier_2,Standard Supermarket,1761.41
row_05000,PRD-94QTWZ,7.923,Low Fat,0.198,meat,184.37,STORE-JOR,34,,Tier_3,Corner Shop,390.07
row_05001,PRD-IFY7O0,,Regular,0.0426,FRUITS AND VEGETABLES,178.12,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3819.32
row_05002,PRD-PJ1TV2,17.346,Regular,0.0311,FRUITS AND VEGETABLES,141.55,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1273.22
row_05003,PRD-X5M8PJ,5.03,Regular,0.1268,Snack Foods,144.35,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1782.81
row_05005,PRD-QDI07H,17.544,Regular,0.1528,Dairy,246.89,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3828.12
row_05006,PRD-IZED1I,,Regular,0.0371,SNACK FOODS,144.4,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4029.01
row_05007,PRD-R1N6UV,18.831,Low Fat,0.0137,household,230.4,STORE-DKU,30,,Tier_2,Standard Supermarket,1328.04
row_05008,PRD-9S9WWR,16.38,Regular,0.076,Fruits and Vegetables,100.4,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1596.38
row_05009,PRD-TIGUE8,,Low Fat,0.0627,HOUSEHOLD,128.42,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1597.54
row_05010,PRD-TFZHI9,,Low Fat,0.1492,health and hygiene,95.11,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2507.53
row_05011,PRD-3IMLYS,12.46,Regular,0.0358,Fruits and Vegetables,247.03,STORE-JOR,34,,Tier_3,Corner Shop,261.27
row_05012,PRD-TRMI8Q,13.394,Low Fat,0.0121,Others,183.31,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3187.19
row_05013,PRD-IMZXFQ,7.017,Low Fat,0.0226,frozen foods,259.1,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2919.66
row_05014,PRD-MY5ZPJ,,Low Fat,0.0326,HARD DRINKS,115.87,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2390.29
row_05015,PRD-HU814P,,Low Fat,0.0165,Baking Goods,74.08,STORE-T5G,47,Small,Tier_1,Corner Shop,140.32
row_05016,PRD-HDPJSA,6.414,Low Fat,0.2043,canned,260.05,STORE-JOR,34,,Tier_3,Corner Shop,252.67
row_05017,PRD-UUTRXG,12.92,Low Fat,0.0237,fruits and vegetables,183.79,STORE-DKU,30,,Tier_2,Standard Supermarket,1295.2
row_05019,PRD-LI16DH,11.986,Low Fat,0.019,frozen foods,253.63,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4914.56
row_05020,PRD-K3I8BZ,11.695,Low Fat,0.1152,Soft Drinks,182.22,STORE-OYG,25,,Tier_2,Standard Supermarket,2671.82
row_05022,PRD-91ZPKY,17.272,Low Fat,0.1148,Frozen Foods,253.41,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4356.57
row_05024,PRD-ITKQO4,5.842,Regular,0.1539,MEAT,158.62,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1562.34
row_05026,PRD-X7AKU0,,Low Fat,0.1275,Health and Hygiene,121.06,STORE-T5G,47,Small,Tier_1,Corner Shop,233.45
row_05027,PRD-6DXZJ1,13.01,Regular,0.0704,Snack Foods,64.71,STORE-AGY,45,Large,Tier_3,Standard Supermarket,382.35
row_05028,PRD-T2DADY,16.858,Low Fat,0.0,OTHERS,78.05,STORE-HL7,23,Medium,Tier_3,Superstore,980.18
row_05029,PRD-GZ27FH,16.436,Low Fat,0.0658,Canned,98.9,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1655.35
row_05030,PRD-6BH3LL,17.285,Low Fat,0.08,BAKING GOODS,110.3,STORE-OYG,25,,Tier_2,Standard Supermarket,1123.38
row_05031,PRD-QIP98Q,8.67,Low Fat,0.0653,Soft Drinks,146.86,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2017.26
row_05032,PRD-F075N4,15.147,Regular,0.0,snack foods,174.58,STORE-DKU,30,,Tier_2,Standard Supermarket,4739.92
row_05037,PRD-237WI9,11.015,Low Fat,0.0516,FROZEN FOODS,58.58,STORE-YLW,35,Small,Tier_1,Standard Supermarket,975.5
row_05038,PRD-HCAZ89,13.679,Regular,0.0187,snack foods,77.47,STORE-HL7,23,Medium,Tier_3,Superstore,228.78
row_05039,PRD-0AB7R8,,Regular,0.2964,Fruits and Vegetables,167.87,STORE-T5G,47,Small,Tier_1,Corner Shop,174.94
row_05040,PRD-QP5M3G,7.515,Low Fat,0.0158,Canned,90.54,STORE-DKU,30,,Tier_2,Standard Supermarket,2224.87
row_05041,PRD-B7ITAT,11.433,Low Fat,0.2172,Baking Goods,152.35,STORE-JOR,34,,Tier_3,Corner Shop,433.2
row_05042,PRD-P6SDYY,19.808,Regular,0.0,MEAT,167.22,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3557.36
row_05043,PRD-7JHXTX,9.104,Low Fat,0.1303,HOUSEHOLD,172.58,STORE-OYG,25,,Tier_2,Standard Supermarket,2082.65
row_05044,PRD-PJGDSY,,Low Fat,0.2586,snack foods,151.08,STORE-T5G,47,Small,Tier_1,Corner Shop,160.96
row_05046,PRD-72AAVH,15.146,Low Fat,0.054,meat,242.92,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4817.52
row_05048,PRD-GNJ6OM,15.916,Regular,0.1062,Baking Goods,184.79,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1134.37
row_05049,PRD-1I4EOY,,Low Fat,0.0366,FRUITS AND VEGETABLES,212.2,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4394.07
row_05050,PRD-UVYP1N,,Regular,0.0929,Snack Foods,161.83,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,6117.95
row_05052,PRD-LI16DH,12.14,Low Fat,0.0191,FROZEN FOODS,254.36,STORE-9RG,28,Small,Tier_2,Standard Supermarket,6115.24
row_05056,PRD-JZ2N82,13.13,Low Fat,0.1,Household,46.24,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,639.94
row_05057,PRD-OEQXOC,,Regular,0.032,Breakfast,50.14,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1551.42
row_05058,PRD-994LX9,,Low Fat,0.2528,Dairy,107.34,STORE-T5G,47,Small,Tier_1,Corner Shop,198.91
row_05059,PRD-D4K7YJ,,Regular,0.1375,starchy foods,182.03,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,6161.08
row_05060,PRD-1FEQOX,18.718,Low Fat,0.0911,SNACK FOODS,251.25,STORE-YLW,35,Small,Tier_1,Standard Supermarket,4980.61
row_05061,PRD-VM43VV,9.587,Low Fat,0.1094,Health and Hygiene,158.31,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2570.73
row_05062,PRD-TOTSN5,17.122,Regular,0.0537,STARCHY FOODS,46.07,STORE-DKU,30,,Tier_2,Standard Supermarket,583.3
